OG,len,i,sp
OG0002908,470,Gene.120848__NODE_35589_length_1412_cov_73.169288_g11693_i1__g.120848__m.120848,Cruzella_marina
OG0003849,452,Gene.120858__NODE_35595_length_1412_cov_27.142322_g14633_i0__g.120858__m.120858,Cruzella_marina
OG0003537,395,Gene.120929__NODE_35629_length_1410_cov_78.857464_g14647_i0__g.120929__m.120929,Cruzella_marina
OG0002735,454,Gene.121119__NODE_35728_length_1406_cov_16.665162_g14694_i0__g.121119__m.121119,Cruzella_marina
OG0003976,425,Gene.121135__NODE_35737_length_1405_cov_205.698042_g625_i2__g.121135__m.121135,Cruzella_marina
OG0004058,239,Gene.121330__NODE_35844_length_1399_cov_243.690620_g14731_i1__g.121330__m.121330,Cruzella_marina
OG0002872,460,Gene.121559__NODE_35960_length_1394_cov_55.337130_g14809_i0__g.121559__m.121559,Cruzella_marina
OG0003951,441,Gene.121635__NODE_36003_length_1392_cov_69.047148_g14827_i1__g.121635__m.121635,Cruzella_marina
OG0002682,311,Gene.121657__NODE_36021_length_1391_cov_213.980213_g14835_i0__g.121657__m.121657,Cruzella_marina
OG0003932,460,Gene.121719__NODE_36059_length_1389_cov_113.401677_g14856_i0__g.121719__m.121719,Cruzella_marina
OG0003101,434,Gene.121773__NODE_36087_length_1388_cov_48.103738_g14838_i1__g.121773__m.121773,Cruzella_marina
OG0003527,157,Gene.121801__NODE_36106_length_1387_cov_8204.670229_g638_i10__g.121801__m.121801,Cruzella_marina
OG0003486,360,Gene.121805__NODE_36109_length_1387_cov_120.411450_g10160_i1__g.121805__m.121805,Cruzella_marina
OG0003951,447,Gene.121929__NODE_36170_length_1385_cov_24.698777_g14910_i0__g.121929__m.121929,Cruzella_marina
OG0002916,401,Gene.121986__NODE_36200_length_1383_cov_367.849923_g14926_i0__g.121986__m.121986,Cruzella_marina
OG0004022,399,Gene.122089__NODE_36251_length_1381_cov_260.832822_g749_i4__g.122089__m.122089,Cruzella_marina
OG0002680,459,Gene.122178__NODE_36298_length_1379_cov_18.875576_g12393_i2__g.122178__m.122178,Cruzella_marina
OG0003067,414,Gene.122256__NODE_36344_length_1376_cov_257.807544_g14982_i0__g.122256__m.122256,Cruzella_marina
OG0002631,448,Gene.122267__NODE_36348_length_1376_cov_130.913780_g14985_i0__g.122267__m.122267,Cruzella_marina
OG0003078,451,Gene.122319__NODE_36374_length_1375_cov_83.675655_g14996_i0__g.122319__m.122319,Cruzella_marina
OG0004102,216,Gene.122443__NODE_36442_length_1371_cov_64.279753_g15029_i0__g.122443__m.122443,Cruzella_marina
OG0003529,314,Gene.122602__NODE_36519_length_1367_cov_202.962791_g15064_i0__g.122602__m.122602,Cruzella_marina
OG0003934,425,Gene.122693__NODE_36566_length_1365_cov_194.949534_g15090_i0__g.122693__m.122693,Cruzella_marina
OG0003445,443,Gene.25985__NODE_3666_length_5153_cov_149.841411_g1708_i0__g.25985__m.25985,Cruzella_marina
OG0002568,354,Gene.123003__NODE_36739_length_1357_cov_68.966406_g15093_i1__g.123003__m.123003,Cruzella_marina
OG0003906,428,Gene.123041__NODE_36762_length_1356_cov_245.215012_g15177_i0__g.123041__m.123041,Cruzella_marina
OG0002703,384,Gene.123063__NODE_36772_length_1356_cov_34.451134_g15181_i1__g.123063__m.123063,Cruzella_marina
OG0003136,262,Gene.123091__NODE_36786_length_1355_cov_8306.500782_g6794_i3__g.123091__m.123091,Cruzella_marina
OG0003402,204,Gene.123139__NODE_36817_length_1354_cov_81.744714_g13600_i3__g.123139__m.123139,Cruzella_marina
OG0003411,393,Gene.123181__NODE_36843_length_1353_cov_304.002351_g15216_i0__g.123181__m.123181,Cruzella_marina
OG0002895,408,Gene.123185__NODE_36847_length_1353_cov_68.888715_g1400_i11__g.123185__m.123185,Cruzella_marina
OG0003528,392,Gene.123337__NODE_36933_length_1348_cov_112.751377_g15270_i0__g.123337__m.123337,Cruzella_marina
OG0003465,413,Gene.123366__NODE_36949_length_1347_cov_184.500787_g15245_i1__g.123366__m.123366,Cruzella_marina
OG0004143,408,Gene.123497__NODE_37022_length_1344_cov_38.400158_g15305_i0__g.123497__m.123497,Cruzella_marina
OG0004065,309,Gene.123641__NODE_37109_length_1339_cov_153.882726_g15346_i0__g.123641__m.123641,Cruzella_marina
OG0003966,380,Gene.123693__NODE_37134_length_1338_cov_67.818398_g15358_i0__g.123693__m.123693,Cruzella_marina
OG0002675,377,Gene.123844__NODE_37226_length_1333_cov_112.933917_g15405_i0__g.123844__m.123844,Cruzella_marina
OG0003463,408,Gene.124053__NODE_37345_length_1327_cov_49.956800_g13162_i3__g.124053__m.124053,Cruzella_marina
OG0003695,197,Gene.124140__NODE_37396_length_1324_cov_11934.319968_g15485_i0__g.124140__m.124140,Cruzella_marina
OG0003355,530,Gene.26369__NODE_3739_length_5121_cov_214.530928_g1748_i0__g.26369__m.26369,Cruzella_marina
OG0004151,320,Gene.124159__NODE_37408_length_1324_cov_41.543705_g15492_i0__g.124159__m.124159,Cruzella_marina
OG0004055,278,Gene.124264__NODE_37472_length_1321_cov_17132.690514_g15522_i0__g.124264__m.124264,Cruzella_marina
OG0003573,411,Gene.124320__NODE_37503_length_1319_cov_20.834138_g8689_i3__g.124320__m.124320,Cruzella_marina
OG0003999,365,Gene.124355__NODE_37523_length_1318_cov_196.525383_g15550_i0__g.124355__m.124355,Cruzella_marina
OG0004073,335,Gene.124505__NODE_37612_length_1314_cov_54.945028_g15594_i0__g.124505__m.124505,Cruzella_marina
OG0003415,325,Gene.124544__NODE_37631_length_1313_cov_68.834951_g15336_i1__g.124544__m.124544,Cruzella_marina
OG0003057,395,Gene.124568__NODE_37642_length_1313_cov_26.507282_g15609_i0__g.124568__m.124568,Cruzella_marina
OG0003284,205,Gene.124787__NODE_37771_length_1306_cov_16121.863303_g15662_i0__g.124787__m.124787,Cruzella_marina
OG0004016,298,Gene.124792__NODE_37773_length_1306_cov_281.281530_g15573_i1__g.124792__m.124792,Cruzella_marina
OG0002696,364,Gene.124827__NODE_37794_length_1305_cov_101.426710_g15601_i1__g.124827__m.124827,Cruzella_marina
OG0004054,364,Gene.125111__NODE_37951_length_1299_cov_17.886252_g15748_i0__g.125111__m.125111,Cruzella_marina
OG0002605,378,Gene.125163__NODE_37983_length_1297_cov_117.095082_g15765_i0__g.125163__m.125163,Cruzella_marina
OG0003132,342,Gene.125198__NODE_38005_length_1296_cov_154.469237_g15778_i0__g.125198__m.125198,Cruzella_marina
OG0004008,319,Gene.125230__NODE_38021_length_1295_cov_93.857143_g15490_i1__g.125230__m.125230,Cruzella_marina
OG0002929,412,Gene.125328__NODE_38079_length_1292_cov_313.990947_g15812_i0__g.125328__m.125328,Cruzella_marina
OG0002670,365,Gene.125347__NODE_38089_length_1292_cov_31.767901_g15818_i0__g.125347__m.125347,Cruzella_marina
OG0002665,404,Gene.125367__NODE_38104_length_1291_cov_170.065898_g15823_i0__g.125367__m.125367,Cruzella_marina
OG0002928,513,Gene.26777__NODE_3814_length_5083_cov_158.157211_g1780_i0__g.26777__m.26777,Cruzella_marina
OG0002990,429,Gene.125461__NODE_38161_length_1289_cov_68.579208_g15852_i0__g.125461__m.125461,Cruzella_marina
OG0003416,366,Gene.125584__NODE_38235_length_1285_cov_294.245861_g12626_i3__g.125584__m.125584,Cruzella_marina
OG0004071,354,Gene.125677__NODE_38287_length_1282_cov_42.429876_g15921_i0__g.125677__m.125677,Cruzella_marina
OG0003446,393,Gene.125823__NODE_38369_length_1278_cov_198.856786_g15966_i0__g.125823__m.125823,Cruzella_marina
OG0002692,400,Gene.125898__NODE_38418_length_1276_cov_168.688073_g15988_i0__g.125898__m.125898,Cruzella_marina
OG0002857,425,Gene.125950__NODE_38446_length_1275_cov_29.868114_g807_i4__g.125950__m.125950,Cruzella_marina
OG0002716,378,Gene.125993__NODE_38470_length_1274_cov_71.024227_g16007_i0__g.125993__m.125993,Cruzella_marina
OG0003540,318,Gene.126203__NODE_38587_length_1269_cov_67.886745_g16062_i0__g.126203__m.126203,Cruzella_marina
OG0002535,1687,Gene.27000__NODE_3859_length_5063_cov_20.769354_g1802_i0__g.27000__m.27000,Cruzella_marina
OG0002862,372,Gene.126324__NODE_38651_length_1266_cov_64.438183_g8125_i3__g.126324__m.126324,Cruzella_marina
OG0002757,168,Gene.126462__NODE_38727_length_1262_cov_394.415190_g16124_i0__g.126462__m.126462,Cruzella_marina
OG0003373,368,Gene.126610__NODE_38814_length_1258_cov_359.796782_g16176_i0__g.126610__m.126610,Cruzella_marina
OG0004274,383,Gene.126780__NODE_38926_length_1253_cov_37.857993_g16053_i1__g.126780__m.126780,Cruzella_marina
OG0002542,614,Gene.27173__NODE_3893_length_5050_cov_58.009652_g1820_i0__g.27173__m.27173,Cruzella_marina
OG0004105,270,Gene.27191__NODE_3896_length_5048_cov_2435.362301_g1821_i0__g.27191__m.27191,Cruzella_marina
OG0003043,397,Gene.126874__NODE_38991_length_1249_cov_78.594710_g16262_i0__g.126874__m.126874,Cruzella_marina
OG0003387,364,Gene.126901__NODE_39010_length_1248_cov_112.430401_g16275_i0__g.126901__m.126901,Cruzella_marina
OG0003372,292,Gene.127298__NODE_39244_length_1237_cov_71.490517_g8725_i1__g.127298__m.127298,Cruzella_marina
OG0002975,410,Gene.127347__NODE_39275_length_1235_cov_154.186528_g16402_i0__g.127347__m.127347,Cruzella_marina
OG0002623,410,Gene.127382__NODE_39296_length_1234_cov_101.323250_g16333_i1__g.127382__m.127382,Cruzella_marina
OG0002654,383,Gene.127431__NODE_39320_length_1233_cov_143.438581_g16421_i0__g.127431__m.127431,Cruzella_marina
OG0002664,357,Gene.127505__NODE_39364_length_1231_cov_24.916811_g16443_i0__g.127505__m.127505,Cruzella_marina
OG0003109,370,Gene.127536__NODE_39385_length_1230_cov_54.529055_g8934_i2__g.127536__m.127536,Cruzella_marina
OG0003156,264,Gene.127589__NODE_39418_length_1228_cov_10967.126846_g16472_i0__g.127589__m.127589,Cruzella_marina
OG0003578,295,Gene.127626__NODE_39438_length_1227_cov_256.375652_g16484_i0__g.127626__m.127626,Cruzella_marina
OG0003521,311,Gene.127705__NODE_39484_length_1225_cov_323.070557_g16508_i0__g.127705__m.127705,Cruzella_marina
OG0004261,390,Gene.127708__NODE_39486_length_1225_cov_170.660279_g16510_i0__g.127708__m.127708,Cruzella_marina
OG0003617,335,Gene.127728__NODE_39497_length_1225_cov_33.949477_g16516_i0__g.127728__m.127728,Cruzella_marina
OG0003503,377,Gene.127792__NODE_39531_length_1223_cov_127.952880_g16538_i0__g.127792__m.127792,Cruzella_marina
OG0004064,280,Gene.127863__NODE_39568_length_1221_cov_131.267483_g16556_i0__g.127863__m.127863,Cruzella_marina
OG0003605,199,Gene.127884__NODE_39578_length_1221_cov_57.761364_g16561_i0__g.127884__m.127884,Cruzella_marina
OG0003972,386,Gene.127977__NODE_39635_length_1218_cov_99.781770_g16587_i0__g.127977__m.127977,Cruzella_marina
OG0004066,301,Gene.128052__NODE_39679_length_1216_cov_64.275680_g16609_i0__g.128052__m.128052,Cruzella_marina
OG0003549,342,Gene.128086__NODE_39696_length_1215_cov_193.918278_g16618_i0__g.128086__m.128086,Cruzella_marina
OG0002691,379,Gene.128130__NODE_39720_length_1214_cov_103.334213_g16628_i0__g.128130__m.128130,Cruzella_marina
OG0003964,279,Gene.128161__NODE_39739_length_1213_cov_301.187500_g16637_i0__g.128161__m.128161,Cruzella_marina
OG0003050,393,Gene.128163__NODE_39740_length_1213_cov_192.867958_g16638_i0__g.128163__m.128163,Cruzella_marina
OG0003583,246,Gene.128252__NODE_39800_length_1210_cov_31.768756_g708_i22__g.128252__m.128252,Cruzella_marina
OG0003648,345,Gene.128311__NODE_39840_length_1207_cov_92.284956_g10846_i4__g.128311__m.128311,Cruzella_marina
OG0003013,447,Gene.27680__NODE_3988_length_5007_cov_136.155172_g1865_i0__g.27680__m.27680,Cruzella_marina
OG0003124,317,Gene.128424__NODE_39905_length_1204_cov_484.222715_g16722_i0__g.128424__m.128424,Cruzella_marina
OG0004143,400,Gene.128482__NODE_39945_length_1202_cov_24.166222_g16739_i0__g.128482__m.128482,Cruzella_marina
OG0004207,271,Gene.128500__NODE_39955_length_1201_cov_164.282918_g16745_i0__g.128500__m.128500,Cruzella_marina
OG0002748,290,Gene.128639__NODE_40036_length_1198_cov_41.183764_g16793_i0__g.128639__m.128639,Cruzella_marina
OG0003391,395,Gene.128830__NODE_40155_length_1192_cov_110.572197_g16856_i0__g.128830__m.128830,Cruzella_marina
OG0003681,228,Gene.128921__NODE_40211_length_1189_cov_111.080935_g16879_i0__g.128921__m.128921,Cruzella_marina
OG0003165,250,Gene.128962__NODE_40243_length_1187_cov_560.214414_g16897_i0__g.128962__m.128962,Cruzella_marina
OG0002732,391,Gene.129007__NODE_40270_length_1186_cov_57.996393_g16914_i0__g.129007__m.129007,Cruzella_marina
OG0003582,169,Gene.129040__NODE_40288_length_1185_cov_243.870036_g16923_i0__g.129040__m.129040,Cruzella_marina
OG0003476,387,Gene.129042__NODE_40289_length_1185_cov_142.060469_g16924_i0__g.129042__m.129042,Cruzella_marina
OG0002586,380,Gene.129130__NODE_40342_length_1183_cov_11.883363_g16951_i0__g.129130__m.129130,Cruzella_marina
OG0002639,262,Gene.129194__NODE_40384_length_1181_cov_332.194746_g48_i5__g.129194__m.129194,Cruzella_marina
OG0003930,347,Gene.129196__NODE_40385_length_1181_cov_273.697464_g16974_i0__g.129196__m.129196,Cruzella_marina
OG0003894,380,Gene.129234__NODE_40407_length_1180_cov_232.231188_g14305_i3__g.129234__m.129234,Cruzella_marina
OG0003085,354,Gene.129251__NODE_40416_length_1180_cov_45.331822_g16989_i0__g.129251__m.129251,Cruzella_marina
OG0003907,279,Gene.129281__NODE_40435_length_1179_cov_105.352087_g4500_i5__g.129281__m.129281,Cruzella_marina
OG0003134,257,Gene.129483__NODE_40557_length_1173_cov_749.364964_g11409_i1__g.129483__m.129483,Cruzella_marina
OG0004109,234,Gene.129530__NODE_40587_length_1172_cov_39.233790_g17077_i0__g.129530__m.129530,Cruzella_marina
OG0003064,322,Gene.129735__NODE_40704_length_1166_cov_62.963269_g17144_i0__g.129735__m.129735,Cruzella_marina
OG0003066,376,Gene.129765__NODE_40722_length_1165_cov_116.927390_g17155_i0__g.129765__m.129765,Cruzella_marina
OG0003456,359,Gene.129789__NODE_40740_length_1164_cov_136.528059_g17166_i0__g.129789__m.129789,Cruzella_marina
OG0003935,387,Gene.129832__NODE_40769_length_1163_cov_29.872928_g9394_i1__g.129832__m.129832,Cruzella_marina
OG0003385,185,Gene.129906__NODE_40811_length_1161_cov_53.345018_g17199_i0__g.129906__m.129906,Cruzella_marina
OG0003091,342,Gene.130004__NODE_40870_length_1158_cov_123.487512_g17233_i0__g.130004__m.130004,Cruzella_marina
OG0004015,339,Gene.130047__NODE_40896_length_1157_cov_216.551852_g17247_i0__g.130047__m.130047,Cruzella_marina
OG0003113,333,Gene.130081__NODE_40915_length_1156_cov_529.387396_g17256_i0__g.130081__m.130081,Cruzella_marina
OG0004163,199,Gene.130141__NODE_40952_length_1154_cov_148.261838_g17275_i0__g.130141__m.130141,Cruzella_marina
OG0004156,198,Gene.130171__NODE_40971_length_1153_cov_455.851301_g17287_i0__g.130171__m.130171,Cruzella_marina
OG0003715,383,Gene.130242__NODE_41014_length_1151_cov_60.017691_g17313_i0__g.130242__m.130242,Cruzella_marina
OG0002745,257,Gene.130321__NODE_41067_length_1148_cov_214.350140_g17346_i0__g.130321__m.130321,Cruzella_marina
OG0003500,365,Gene.130353__NODE_41090_length_1147_cov_190.880374_g17355_i0__g.130353__m.130353,Cruzella_marina
OG0003579,324,Gene.130403__NODE_41121_length_1146_cov_26.018709_g17370_i0__g.130403__m.130403,Cruzella_marina
OG0004051,342,Gene.130502__NODE_41184_length_1143_cov_211.069418_g17403_i0__g.130502__m.130502,Cruzella_marina
OG0003441,379,Gene.130588__NODE_41245_length_1140_cov_53.703669_g17438_i0__g.130588__m.130588,Cruzella_marina
OG0002720,360,Gene.130835__NODE_41394_length_1133_cov_21960.488636_g3809_i5__g.130835__m.130835,Cruzella_marina
OG0003345,348,Gene.131009__NODE_41499_length_1129_cov_12.852662_g17577_i0__g.131009__m.131009,Cruzella_marina
OG0002558,349,Gene.131053__NODE_41527_length_1127_cov_145.758095_g17041_i1__g.131053__m.131053,Cruzella_marina
OG0004039,327,Gene.131057__NODE_41530_length_1127_cov_70.385714_g17593_i0__g.131057__m.131057,Cruzella_marina
OG0003174,349,Gene.131190__NODE_41629_length_1122_cov_160.474641_g17642_i0__g.131190__m.131190,Cruzella_marina
OG0002859,661,Gene.28588__NODE_4167_length_4923_cov_63.352456_g1923_i1__g.28588__m.28588,Cruzella_marina
OG0002568,372,Gene.131292__NODE_41698_length_1119_cov_104.831094_g15093_i2__g.131292__m.131292,Cruzella_marina
OG0004106,254,Gene.131294__NODE_41700_length_1119_cov_61.690019_g17676_i0__g.131294__m.131294,Cruzella_marina
OG0004117,259,Gene.131361__NODE_41735_length_1117_cov_2050.023077_g17695_i1__g.131361__m.131361,Cruzella_marina
OG0002709,350,Gene.131367__NODE_41740_length_1117_cov_81.546154_g17700_i0__g.131367__m.131367,Cruzella_marina
OG0002558,370,Gene.131497__NODE_41816_length_1113_cov_157.926641_g17041_i3__g.131497__m.131497,Cruzella_marina
OG0004281,365,Gene.131513__NODE_41830_length_1112_cov_83.345894_g17748_i0__g.131513__m.131513,Cruzella_marina
OG0003509,339,Gene.131596__NODE_41880_length_1110_cov_107.007744_g17777_i0__g.131596__m.131596,Cruzella_marina
OG0002684,347,Gene.131651__NODE_41917_length_1108_cov_20.831232_g17795_i0__g.131651__m.131651,Cruzella_marina
OG0003068,328,Gene.131843__NODE_42044_length_1101_cov_258.087891_g17866_i0__g.131843__m.131843,Cruzella_marina
OG0003536,325,Gene.131851__NODE_42049_length_1101_cov_77.710938_g17870_i0__g.131851__m.131851,Cruzella_marina
OG0003148,347,Gene.131859__NODE_42052_length_1101_cov_34.813477_g17872_i0__g.131859__m.131859,Cruzella_marina
OG0002743,315,Gene.131931__NODE_42106_length_1098_cov_99.711068_g17899_i0__g.131931__m.131931,Cruzella_marina
OG0004270,318,Gene.131974__NODE_42131_length_1097_cov_28.637255_g17915_i0__g.131974__m.131974,Cruzella_marina
OG0002933,591,Gene.28864__NODE_4219_length_4906_cov_790.724788_g1968_i0__g.28864__m.28864,Cruzella_marina
OG0003959,337,Gene.132218__NODE_42292_length_1089_cov_133.280632_g17840_i1__g.132218__m.132218,Cruzella_marina
OG0002724,233,Gene.132353__NODE_42378_length_1085_cov_20957.375000_g18058_i0__g.132353__m.132353,Cruzella_marina
OG0002539,308,Gene.132440__NODE_42431_length_1082_cov_493.949254_g18087_i0__g.132440__m.132440,Cruzella_marina
OG0003146,297,Gene.132576__NODE_42524_length_1076_cov_302.594595_g17821_i1__g.132576__m.132576,Cruzella_marina
OG0003477,355,Gene.132660__NODE_42576_length_1073_cov_87.672691_g18147_i1__g.132660__m.132660,Cruzella_marina
OG0004120,302,Gene.132662__NODE_42577_length_1073_cov_52.300201_g18167_i0__g.132662__m.132662,Cruzella_marina
OG0003941,356,Gene.132694__NODE_42598_length_1072_cov_41.813065_g18176_i0__g.132694__m.132694,Cruzella_marina
OG0003081,338,Gene.132854__NODE_42715_length_1066_cov_181.908999_g18242_i0__g.132854__m.132854,Cruzella_marina
OG0002749,949,Gene.29129__NODE_4272_length_4882_cov_110.039542_g1997_i0__g.29129__m.29129,Cruzella_marina
OG0004046,309,Gene.132944__NODE_42777_length_1063_cov_150.888438_g18278_i0__g.132944__m.132944,Cruzella_marina
OG0002539,352,Gene.133077__NODE_42869_length_1058_cov_778.935780_g18333_i0__g.133077__m.133077,Cruzella_marina
OG0003588,329,Gene.133131__NODE_42906_length_1057_cov_114.754082_g18357_i0__g.133131__m.133131,Cruzella_marina
OG0003640,317,Gene.133220__NODE_42967_length_1054_cov_264.291709_g18393_i0__g.133220__m.133220,Cruzella_marina
OG0002566,350,Gene.133245__NODE_42979_length_1054_cov_11.466735_g18400_i0__g.133245__m.133245,Cruzella_marina
OG0003092,336,Gene.133257__NODE_42990_length_1053_cov_502.699795_g18409_i0__g.133257__m.133257,Cruzella_marina
OG0003153,297,Gene.133311__NODE_43024_length_1051_cov_120.481520_g18427_i0__g.133311__m.133311,Cruzella_marina
OG0003691,206,Gene.133358__NODE_43057_length_1049_cov_208.157407_g18441_i0__g.133358__m.133358,Cruzella_marina
OG0003522,276,Gene.133368__NODE_43063_length_1049_cov_71.426955_g18445_i0__g.133368__m.133368,Cruzella_marina
OG0004211,162,Gene.133397__NODE_43082_length_1048_cov_450.315139_g18454_i0__g.133397__m.133397,Cruzella_marina
OG0003079,279,Gene.133679__NODE_43280_length_1038_cov_182.671176_g18586_i0__g.133679__m.133679,Cruzella_marina
OG0003130,268,Gene.133705__NODE_43298_length_1037_cov_199.268750_g18596_i0__g.133705__m.133705,Cruzella_marina
OG0003637,399,Gene.29429__NODE_4331_length_4858_cov_66.944154_g2024_i1__g.29429__m.29429,Cruzella_marina
OG0003157,308,Gene.133771__NODE_43342_length_1035_cov_261.194154_g18615_i0__g.133771__m.133771,Cruzella_marina
OG0003606,291,Gene.133980__NODE_43496_length_1028_cov_136.298633_g18714_i0__g.133980__m.133980,Cruzella_marina
OG0003105,321,Gene.134001__NODE_43511_length_1027_cov_198.572632_g18726_i0__g.134001__m.134001,Cruzella_marina
OG0002523,618,Gene.29531__NODE_4353_length_4847_cov_256.507966_g2035_i0__g.29531__m.29531,Cruzella_marina
OG0003533,335,Gene.134122__NODE_43591_length_1023_cov_144.804440_g18780_i0__g.134122__m.134122,Cruzella_marina
OG0002589,185,Gene.134152__NODE_43616_length_1022_cov_28.323810_g18796_i0__g.134152__m.134152,Cruzella_marina
OG0002927,308,Gene.134269__NODE_43698_length_1018_cov_22.817216_g14434_i2__g.134269__m.134269,Cruzella_marina
